Tenant_URL,Destination_URL,Page_Name,Disable_Banner,Status,Start_Date, End_Date
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/JournalCorrectionRequests,New-Form,No,Banner button is successfully added!,01/25/2021 16:39:42,01/25/2021 16:39:46
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/JournalCorrectionRequests,Edit-Form,No,Banner button is successfully added!,01/25/2021 16:39:46,01/25/2021 16:39:52
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/JournalCorrectionRequests,Display-Form,No,Banner button is successfully added!,01/25/2021 16:39:52,01/25/2021 16:39:56
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/JournalCorrectionRequests,Edit-View,No,Banner button is successfully added!,01/25/2021 16:39:56,01/25/2021 16:40:01
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/JournalCorrectionRequests,Display-View,No,Banner button is successfully added!,01/25/2021 16:40:01,01/25/2021 16:40:06
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/QuoterLibraryNorthern,Home,Yes,Banner button is successfully removed!,01/25/2021 16:46:56,01/25/2021 16:47:02
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/QuoterLibraryNorthern,FAQs,Yes,Banner button is successfully removed!,01/25/2021 16:47:02,01/25/2021 16:47:07
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/QuoterLibraryNorthern,QuickLink,Yes,Banner button is successfully removed!,01/25/2021 16:47:07,01/25/2021 16:47:11
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/QuoterLibraryNorthern,TeamLeaders,Yes,Banner button is successfully removed!,01/25/2021 16:47:11,01/25/2021 16:47:17
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/QuoterLibraryNorthern,Application,Yes,Banner button is successfully removed!,01/25/2021 16:47:17,01/25/2021 16:47:22
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/QuoterLibraryNorthern,New-Form,Yes,Banner button is successfully removed!,01/25/2021 16:47:22,01/25/2021 16:47:31
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/QuoterLibraryNorthern,Edit-Form,Yes,Banner button is successfully removed!,01/25/2021 16:47:31,01/25/2021 16:47:36
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/QuoterLibraryNorthern,Display-Form,Yes,Banner button is successfully removed!,01/25/2021 16:47:36,01/25/2021 16:47:41
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/QuoterLibraryNorthern,Edit-View,Yes,Banner button is successfully removed!,01/25/2021 16:47:41,01/25/2021 16:47:47
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/QuoterLibraryNorthern,Display-View,Yes,Banner button is successfully removed!,01/25/2021 16:47:47,01/25/2021 16:47:51
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/JournalCorrectionRequests,Home,Yes,Banner button is successfully removed!,01/25/2021 16:47:51,01/25/2021 16:47:56
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/JournalCorrectionRequests,FAQs,Yes,Banner button is successfully removed!,01/25/2021 16:47:56,01/25/2021 16:48:01
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/JournalCorrectionRequests,QuickLink,Yes,Banner button is successfully removed!,01/25/2021 16:48:01,01/25/2021 16:48:07
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/JournalCorrectionRequests,TeamLeaders,Yes,Banner button is successfully removed!,01/25/2021 16:48:07,01/25/2021 16:48:12
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/JournalCorrectionRequests,Application,Yes,Banner button is successfully removed!,01/25/2021 16:48:12,01/25/2021 16:48:17
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/JournalCorrectionRequests,New-Form,Yes,Banner button is successfully removed!,01/25/2021 16:48:17,01/25/2021 16:48:21
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/JournalCorrectionRequests,Edit-Form,Yes,Banner button is successfully removed!,01/25/2021 16:48:21,01/25/2021 16:48:27
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/JournalCorrectionRequests,Display-Form,Yes,Banner button is successfully removed!,01/25/2021 16:48:27,01/25/2021 16:48:31
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/JournalCorrectionRequests,Edit-View,Yes,Banner button is successfully removed!,01/25/2021 16:48:31,01/25/2021 16:48:36
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/JournalCorrectionRequests,Display-View,Yes,Banner button is successfully removed!,01/25/2021 16:48:36,01/25/2021 16:48:41
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/TPDReconciliationIssuesDatabase,Home,Yes,Banner button is successfully removed!,01/27/2021 16:43:08,01/27/2021 16:43:18
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/TPDReconciliationIssuesDatabase,FAQs,Yes,Banner button is successfully removed!,01/27/2021 16:43:18,01/27/2021 16:43:25
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/TPDReconciliationIssuesDatabase,QuickLink,Yes,Banner button is successfully removed!,01/27/2021 16:43:25,01/27/2021 16:43:31
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/TPDReconciliationIssuesDatabase,TeamLeaders,Yes,Banner button is successfully removed!,01/27/2021 16:43:31,01/27/2021 16:43:38
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/TPDReconciliationIssuesDatabase,Application,Yes,Banner button is successfully removed!,01/27/2021 16:43:38,01/27/2021 16:43:45
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/TPDReconciliationIssuesDatabase,New-Form,Yes,Banner button is successfully removed!,01/27/2021 16:43:45,01/27/2021 16:43:51
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/TPDReconciliationIssuesDatabase,Edit-Form,Yes,Banner button is successfully removed!,01/27/2021 16:43:51,01/27/2021 16:43:58
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/TPDReconciliationIssuesDatabase,Display-Form,Yes,Banner button is successfully removed!,01/27/2021 16:43:58,01/27/2021 16:44:05
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/BPCToolkit,Home,No,Banner button is successfully added!,01/28/2021 12:40:39,01/28/2021 12:40:52
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/BPCToolkit,FAQs,No,Banner button is successfully added!,01/28/2021 12:40:52,01/28/2021 12:40:58
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/BPCToolkit,QuickLink,No,Banner button is successfully added!,01/28/2021 12:40:58,01/28/2021 12:41:04
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/BPCToolkit,TeamLeaders,No,Banner button is successfully added!,01/28/2021 12:41:04,01/28/2021 12:41:10
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/BPCToolkit,Application,No,Banner button is successfully added!,01/28/2021 12:41:10,01/28/2021 12:41:16
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/BPCToolkit,New-Form,No,Banner button is successfully added!,01/28/2021 12:41:16,01/28/2021 12:41:21
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/BPCToolkit,Edit-Form,No,Banner button is successfully added!,01/28/2021 12:41:21,01/28/2021 12:41:28
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/BPCToolkit,Display-Form,No,Banner button is successfully added!,01/28/2021 12:41:28,01/28/2021 12:41:32
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/BPCToolkit,Edit-View,No,Banner button is successfully added!,01/28/2021 12:41:32,01/28/2021 12:41:38
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/BPCToolkit,Display-View,No,Banner button is successfully added!,01/28/2021 12:41:38,01/28/2021 12:41:43
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/ZebraAuthorizationToolkit,Home,No,Banner button is successfully added!,01/28/2021 12:41:43,01/28/2021 12:41:48
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/ZebraAuthorizationToolkit,FAQs,No,Banner button is successfully added!,01/28/2021 12:41:48,01/28/2021 12:41:53
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/ZebraAuthorizationToolkit,QuickLink,No,Banner button is successfully added!,01/28/2021 12:41:53,01/28/2021 12:41:59
https://devperform2-admin.sharepoint.com,https://devperform2.sharepoint.com/sites/ZebraAuthorizationToolkit,TeamLeaders,No,Banner button is successfully added!,01/28/2021 12:41:59,01/28/2021 12:42:04
